person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,income_group,debt_to_income_ratio,age_group
22,40000,RENT,2.0,EDUCATION,A,4000,7.49,0,0.1,N,2,Medium,0.1,18-25
21,40000,RENT,3.0,EDUCATION,A,4000,7.51,0,0.1,N,2,Medium,0.1,18-25
22,40000,RENT,2.0,PERSONAL,B,4000,11.49,0,0.1,N,4,Medium,0.1,18-25
22,40000,RENT,0.0,PERSONAL,A,4000,7.43,0,0.1,N,4,Medium,0.1,18-25
26,40200,RENT,1.0,EDUCATION,A,4000,6.76,0,0.1,N,4,Medium,0.09950248756218906,26-35
23,35000,RENT,2.0,HOMEIMPROVEMENT,B,4000,12.18,1,0.11,N,4,Low,0.11428571428571428,18-25
23,39000,MORTGAGE,0.0,VENTURE,C,3000,12.53,0,0.08,Y,4,Low,0.07692307692307693,18-25
23,41004,RENT,1.0,MEDICAL,A,4000,7.68,0,0.1,N,4,Medium,0.097551458394303,18-25
24,41160,RENT,2.0,MEDICAL,A,4000,7.49,0,0.1,N,4,Medium,0.09718172983479106,18-25
24,35200,RENT,1.0,MEDICAL,D,4000,16.0,1,0.11,Y,3,Low,0.11363636363636363,18-25
21,42000,RENT,4.0,EDUCATION,B,4000,12.42,0,0.1,N,3,Medium,0.09523809523809523,18-25
23,42000,RENT,0.0,VENTURE,B,4000,10.59,0,0.1,N,2,Medium,0.09523809523809523,18-25
26,33000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,12000,10.91,1,0.36,Y,3,Low,0.36363636363636365,26-35
21,36000,RENT,5.0,HOMEIMPROVEMENT,C,4000,12.99,1,0.11,N,4,Low,0.1111111111111111,18-25
23,36000,RENT,7.0,MEDICAL,B,4000,10.99,1,0.11,N,4,Low,0.1111111111111111,18-25
23,39120,OWN,4.0,MEDICAL,B,7000,11.71,0,0.18,N,3,Low,0.17893660531697342,18-25
22,39124,OWN,6.0,VENTURE,A,5000,7.74,0,0.13,N,4,Low,0.12779879357938861,18-25
25,33168,MORTGAGE,9.0,PERSONAL,C,6000,15.96,1,0.18,N,4,Low,0.1808972503617945,18-25
26,33192,MORTGAGE,4.0,PERSONAL,B,3000,12.69,1,0.09,N,4,Low,0.09038322487346348,26-35
26,36000,RENT,2.0,PERSONAL,D,4000,14.54,1,0.11,N,2,Low,0.1111111111111111,26-35
22,42000,RENT,4.0,VENTURE,D,4000,14.09,0,0.1,N,4,Medium,0.09523809523809523,18-25
22,42000,RENT,3.0,MEDICAL,B,4000,8.88,0,0.1,N,4,Medium,0.09523809523809523,18-25
23,39216,MORTGAGE,5.0,VENTURE,C,10000,13.49,0,0.25,N,3,Low,0.25499796001631986,18-25
23,42000,RENT,2.0,VENTURE,A,4000,5.79,0,0.1,N,4,Medium,0.09523809523809523,18-25
22,39300,MORTGAGE,6.0,MEDICAL,B,7000,9.62,0,0.18,N,4,Low,0.178117048346056,18-25
22,39300,MORTGAGE,5.0,EDUCATION,D,5325,14.59,0,0.14,Y,3,Low,0.13549618320610687,18-25
22,42000,RENT,0.0,VENTURE,C,4000,13.22,0,0.1,N,3,Medium,0.09523809523809523,18-25
25,42500,RENT,0.0,MEDICAL,C,4000,12.99,0,0.09,N,3,Medium,0.09411764705882353,18-25
22,42996,RENT,3.0,EDUCATION,C,4000,13.48,0,0.09,N,4,Medium,0.09303190994511118,18-25
22,39396,MORTGAGE,1.0,EDUCATION,A,5000,6.62,0,0.13,N,4,Low,0.12691643821707788,18-25
24,43000,RENT,8.0,VENTURE,B,4000,12.69,0,0.09,N,2,Medium,0.09302325581395349,18-25
24,39456,OWN,8.0,PERSONAL,A,1325,6.62,0,0.03,N,2,Low,0.03358171127331711,18-25
23,39456,OWN,7.0,EDUCATION,A,14000,7.29,0,0.35,N,3,Low,0.3548256285482563,18-25
25,43000,RENT,9.0,MEDICAL,C,4000,12.99,0,0.09,N,4,Medium,0.09302325581395349,18-25
26,39600,RENT,3.0,EDUCATION,A,4000,5.79,1,0.1,N,4,Low,0.10101010101010101,26-35
25,45600,RENT,2.0,MEDICAL,A,4000,6.54,0,0.09,N,3,Medium,0.08771929824561403,18-25
23,39500,MORTGAGE,3.0,DEBTCONSOLIDATION,C,10000,14.22,0,0.25,Y,2,Low,0.25316455696202533,18-25
22,41000,RENT,7.0,PERSONAL,A,4000,7.51,1,0.1,N,3,Medium,0.0975609756097561,18-25
23,47000,RENT,3.0,DEBTCONSOLIDATION,A,4000,7.49,0,0.09,N,4,Medium,0.0851063829787234,18-25
25,41000,RENT,1.0,PERSONAL,D,4000,14.84,1,0.1,Y,4,Medium,0.0975609756097561,18-25
22,47004,RENT,2.0,PERSONAL,A,4000,7.49,0,0.09,N,3,Medium,0.08509914049868096,18-25
23,47004,RENT,3.0,EDUCATION,C,4000,12.53,0,0.09,Y,4,Medium,0.08509914049868096,18-25
24,47088,RENT,8.0,DEBTCONSOLIDATION,A,4000,6.62,0,0.08,N,4,Medium,0.08494733265375468,18-25
22,48000,RENT,6.0,EDUCATION,B,4000,9.91,0,0.08,N,3,Medium,0.08333333333333333,18-25
22,48000,RENT,3.0,EDUCATION,A,4000,7.49,0,0.08,N,4,Medium,0.08333333333333333,18-25
21,39600,OWN,5.0,PERSONAL,A,3500,6.62,0,0.09,N,3,Low,0.08838383838383838,18-25
26,48000,RENT,3.0,VENTURE,A,4000,5.79,0,0.08,N,2,Medium,0.08333333333333333,26-35
25,48000,RENT,0.0,VENTURE,A,4000,7.29,0,0.08,N,4,Medium,0.08333333333333333,18-25
25,39600,MORTGAGE,5.0,HOMEIMPROVEMENT,B,4800,12.42,0,0.12,N,4,Low,0.12121212121212122,18-25
24,42000,RENT,8.0,HOMEIMPROVEMENT,B,4000,11.86,1,0.1,N,2,Medium,0.09523809523809523,18-25
24,42000,RENT,2.0,HOMEIMPROVEMENT,C,4000,12.73,1,0.1,Y,3,Medium,0.09523809523809523,18-25
25,39600,MORTGAGE,9.0,PERSONAL,B,5000,8.88,0,0.13,N,3,Low,0.12626262626262627,18-25
23,39600,MORTGAGE,7.0,MEDICAL,A,6000,7.88,0,0.15,N,3,Low,0.15151515151515152,18-25
23,39600,MORTGAGE,8.0,EDUCATION,A,8250,9.32,0,0.21,N,2,Low,0.20833333333333334,18-25
26,33660,MORTGAGE,0.0,DEBTCONSOLIDATION,A,4500,5.99,1,0.13,N,2,Low,0.13368983957219252,26-35
24,44000,RENT,1.0,DEBTCONSOLIDATION,D,4000,17.58,1,0.09,N,2,Medium,0.09090909090909091,18-25
24,50000,RENT,1.0,HOMEIMPROVEMENT,A,4000,5.42,0,0.08,N,2,Medium,0.08,18-25
26,39672,MORTGAGE,10.0,PERSONAL,D,11500,15.7,0,0.29,N,4,Low,0.28987699132889694,26-35
23,39689,OWN,1.0,VENTURE,C,13000,13.57,0,0.33,Y,2,Low,0.32754667540124466,18-25
23,39700,MORTGAGE,8.0,EDUCATION,A,8400,7.51,0,0.21,N,4,Low,0.21158690176322417,18-25
24,50000,RENT,6.0,PERSONAL,A,4000,7.66,0,0.08,N,4,Medium,0.08,18-25
24,50000,RENT,0.0,PERSONAL,A,4000,7.49,0,0.08,N,4,Medium,0.08,18-25
25,50000,RENT,2.0,DEBTCONSOLIDATION,B,4000,10.37,0,0.08,N,2,Medium,0.08,18-25
23,50000,RENT,1.0,MEDICAL,A,4000,5.42,0,0.08,N,2,Medium,0.08,18-25
23,39800,MORTGAGE,5.0,MEDICAL,B,9750,10.99,0,0.24,N,3,Low,0.2449748743718593,18-25
24,39828,OWN,4.0,MEDICAL,B,3000,8.88,0,0.08,N,4,Low,0.07532389273877674,18-25
21,39828,OWN,4.0,PERSONAL,B,15000,10.99,0,0.38,N,3,Low,0.3766194636938837,18-25
25,50000,RENT,6.0,MEDICAL,A,4000,6.92,0,0.08,N,4,Medium,0.08,18-25
23,50000,RENT,3.0,EDUCATION,C,4000,12.61,0,0.08,Y,2,Medium,0.08,18-25
24,50000,RENT,1.0,VENTURE,A,4000,7.88,0,0.08,N,3,Medium,0.08,18-25
22,39875,MORTGAGE,5.0,VENTURE,B,10000,10.99,0,0.25,N,3,Low,0.2507836990595611,18-25
23,50000,RENT,4.0,VENTURE,D,4000,14.96,0,0.08,N,3,Medium,0.08,18-25
22,50000,RENT,7.0,MEDICAL,A,4000,7.4,0,0.08,N,2,Medium,0.08,18-25
25,50000,RENT,3.0,EDUCATION,D,4000,14.61,0,0.08,N,2,Medium,0.08,18-25
22,50004,RENT,2.0,DEBTCONSOLIDATION,A,4000,6.92,0,0.08,N,2,Medium,0.07999360051195904,18-25
24,50004,RENT,5.0,EDUCATION,A,4000,7.88,0,0.08,N,2,Medium,0.07999360051195904,18-25
22,44582,RENT,6.0,HOMEIMPROVEMENT,A,4000,5.99,1,0.09,N,4,Medium,0.0897223094522453,18-25
26,39990,MORTGAGE,3.0,HOMEIMPROVEMENT,C,2400,14.27,0,0.06,Y,2,Low,0.06001500375093773,26-35
21,50808,RENT,2.0,EDUCATION,A,4000,6.17,0,0.08,N,4,Medium,0.07872775940796725,18-25
22,39996,MORTGAGE,7.0,MEDICAL,B,6000,12.42,0,0.15,N,4,Low,0.15001500150015,18-25
24,39996,MORTGAGE,1.0,PERSONAL,B,3000,9.91,0,0.08,N,4,Low,0.075007500750075,18-25
23,50952,RENT,0.0,EDUCATION,C,4000,11.54,0,0.08,Y,4,Medium,0.07850525985241011,18-25
24,45000,RENT,0.0,DEBTCONSOLIDATION,D,4000,15.99,1,0.09,N,4,Medium,0.08888888888888889,18-25
23,51600,RENT,6.0,PERSONAL,B,4000,9.91,0,0.08,N,3,Medium,0.07751937984496124,18-25
24,39996,MORTGAGE,4.0,EDUCATION,C,5000,14.82,0,0.13,Y,3,Low,0.125012501250125,18-25
23,45630,RENT,0.0,DEBTCONSOLIDATION,E,4000,19.29,1,0.09,Y,3,Medium,0.08766162612316458,18-25
23,51996,RENT,7.0,DEBTCONSOLIDATION,C,4000,13.98,0,0.08,Y,2,Medium,0.07692899453804139,18-25
24,52000,RENT,3.0,DEBTCONSOLIDATION,B,4000,10.37,0,0.08,N,3,Medium,0.07692307692307693,18-25
23,39996,OWN,1.0,MEDICAL,B,11000,9.63,0,0.28,N,3,Low,0.27502750275027504,18-25
24,52000,RENT,3.0,MEDICAL,B,4000,9.88,0,0.08,N,2,Medium,0.07692307692307693,18-25
25,46392,RENT,9.0,DEBTCONSOLIDATION,D,4000,16.32,1,0.09,Y,3,Medium,0.0862217623728229,18-25
26,52800,RENT,1.0,PERSONAL,A,4000,7.49,0,0.08,N,3,Medium,0.07575757575757576,26-35
22,53285,RENT,0.0,EDUCATION,A,4000,7.9,0,0.08,N,4,Medium,0.07506803040255232,18-25
24,53636,RENT,8.0,EDUCATION,B,4000,10.62,0,0.07,N,2,Medium,0.07457677679170706,18-25
23,48000,RENT,8.0,PERSONAL,B,4000,10.37,1,0.08,N,3,Medium,0.08333333333333333,18-25
25,54000,RENT,2.0,EDUCATION,B,4000,11.89,0,0.07,N,2,Medium,0.07407407407407407,18-25
26,54996,RENT,0.0,PERSONAL,A,4000,7.51,0,0.07,N,4,Medium,0.07273256236817223,26-35
22,39996,OWN,5.0,EDUCATION,C,3500,13.48,0,0.09,N,2,Low,0.08750875087508751,18-25
23,55000,RENT,8.0,MEDICAL,B,4000,10.99,0,0.07,N,2,Medium,0.07272727272727272,18-25
26,55000,RENT,0.0,EDUCATION,A,4000,6.92,0,0.07,N,4,Medium,0.07272727272727272,26-35
21,55000,RENT,5.0,DEBTCONSOLIDATION,C,4000,13.35,0,0.07,Y,2,Medium,0.07272727272727272,18-25
23,55000,RENT,5.0,PERSONAL,B,4000,11.86,0,0.07,N,4,Medium,0.07272727272727272,18-25
23,55000,RENT,4.0,MEDICAL,B,4000,12.53,0,0.07,N,2,Medium,0.07272727272727272,18-25
24,55000,RENT,0.0,EDUCATION,B,4000,11.26,0,0.07,N,4,Medium,0.07272727272727272,18-25
23,56000,RENT,7.0,VENTURE,C,4000,15.23,0,0.07,Y,4,Medium,0.07142857142857142,18-25
23,39996,MORTGAGE,5.0,EDUCATION,A,10000,7.51,0,0.25,N,3,Low,0.25002500250025,18-25
21,57000,RENT,6.0,EDUCATION,A,4000,7.49,0,0.07,N,4,Medium,0.07017543859649122,18-25
21,39996,MORTGAGE,5.0,PERSONAL,B,8000,10.25,0,0.2,N,4,Low,0.2000200020002,18-25
22,57000,RENT,6.0,VENTURE,B,4000,10.99,0,0.07,N,2,Medium,0.07017543859649122,18-25
23,57500,RENT,1.0,VENTURE,B,4000,8.88,0,0.07,N,2,Medium,0.06956521739130435,18-25
23,39996,MORTGAGE,3.0,EDUCATION,A,3600,7.51,0,0.09,N,4,Low,0.09000900090009001,18-25
21,39996,MORTGAGE,6.0,EDUCATION,C,13000,13.48,0,0.33,N,2,Low,0.325032503250325,18-25
23,57600,RENT,1.0,DEBTCONSOLIDATION,A,4000,7.75,0,0.07,N,2,Medium,0.06944444444444445,18-25
26,39996,OWN,10.0,VENTURE,C,7000,13.57,0,0.18,Y,3,Low,0.17501750175017503,26-35
23,58000,RENT,1.0,VENTURE,B,4000,10.74,0,0.07,N,2,Medium,0.06896551724137931,18-25
22,58000,RENT,5.0,EDUCATION,B,4000,10.0,0,0.07,N,4,Medium,0.06896551724137931,18-25
23,58320,RENT,4.0,MEDICAL,B,4000,10.37,0,0.07,N,2,Medium,0.06858710562414266,18-25
22,39996,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,8.0,0,0.15,N,3,Low,0.15001500150015,18-25
26,52800,RENT,4.0,PERSONAL,B,4000,9.99,1,0.08,N,3,Medium,0.07575757575757576,26-35
25,39996,MORTGAGE,7.0,VENTURE,B,3200,10.99,0,0.08,N,4,Low,0.08000800080008001,18-25
22,60000,RENT,6.0,EDUCATION,A,4000,7.51,0,0.07,N,3,Medium,0.06666666666666667,18-25
23,60000,RENT,7.0,EDUCATION,D,4000,15.33,0,0.07,Y,2,Medium,0.06666666666666667,18-25
23,60000,RENT,1.0,EDUCATION,B,4000,11.83,0,0.07,N,3,Medium,0.06666666666666667,18-25
26,54000,RENT,0.0,MEDICAL,C,4000,13.47,1,0.07,N,2,Medium,0.07407407407407407,26-35
22,60000,RENT,6.0,PERSONAL,B,4000,12.21,0,0.07,N,3,Medium,0.06666666666666667,18-25
24,39996,MORTGAGE,8.0,DEBTCONSOLIDATION,C,7500,12.22,0,0.19,N,4,Low,0.18751875187518752,18-25
26,62000,RENT,1.0,EDUCATION,C,4000,13.06,0,0.06,Y,2,Medium,0.06451612903225806,26-35
26,39996,MORTGAGE,10.0,VENTURE,A,6500,8.32,0,0.16,N,3,Low,0.1625162516251625,26-35
23,62000,RENT,3.0,PERSONAL,C,4000,10.59,0,0.06,Y,3,Medium,0.06451612903225806,18-25
24,56400,RENT,0.0,EDUCATION,E,4000,14.75,1,0.07,Y,2,Medium,0.07092198581560284,18-25
25,62500,RENT,9.0,EDUCATION,A,4000,8.9,0,0.06,N,3,Medium,0.064,18-25
25,62500,RENT,6.0,DEBTCONSOLIDATION,B,4000,10.37,0,0.06,N,3,Medium,0.064,18-25
21,63000,RENT,0.0,EDUCATION,B,4000,11.49,0,0.06,N,3,Medium,0.06349206349206349,18-25
22,63000,RENT,5.0,EDUCATION,B,4000,10.99,0,0.06,N,4,Medium,0.06349206349206349,18-25
23,63500,RENT,0.0,EDUCATION,C,4000,13.48,0,0.06,N,4,Medium,0.06299212598425197,18-25
22,40000,MORTGAGE,6.0,PERSONAL,B,14400,12.69,0,0.36,N,3,Medium,0.36,18-25
22,40000,MORTGAGE,6.0,MEDICAL,A,9875,7.9,0,0.25,N,4,Medium,0.246875,18-25
24,65000,RENT,0.0,DEBTCONSOLIDATION,A,4000,7.51,0,0.06,N,3,Medium,0.06153846153846154,18-25
25,65000,RENT,3.0,PERSONAL,A,4000,6.62,0,0.06,N,2,Medium,0.06153846153846154,18-25
26,40000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,12000,13.49,0,0.3,N,2,Medium,0.3,26-35
24,65000,RENT,1.0,MEDICAL,A,4000,5.42,0,0.06,N,2,Medium,0.06153846153846154,18-25
23,65000,RENT,1.0,PERSONAL,A,4000,7.49,0,0.06,N,4,Medium,0.06153846153846154,18-25
25,65499,RENT,9.0,VENTURE,C,4000,12.23,0,0.06,N,4,Medium,0.0610696346509107,18-25
23,40000,MORTGAGE,5.0,EDUCATION,B,18000,9.91,0,0.45,N,2,Medium,0.45,18-25
23,61000,RENT,2.0,DEBTCONSOLIDATION,D,4000,16.0,1,0.07,Y,4,Medium,0.06557377049180328,18-25
24,67200,RENT,5.0,HOMEIMPROVEMENT,D,4000,15.31,0,0.06,Y,2,Medium,0.05952380952380952,18-25
23,67450,RENT,8.0,EDUCATION,A,4000,6.76,0,0.06,N,3,Medium,0.05930318754633061,18-25
22,40000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,12000,13.49,0,0.3,N,2,Medium,0.3,18-25
25,68000,RENT,0.0,VENTURE,A,4000,6.76,0,0.06,N,2,Medium,0.058823529411764705,18-25
22,63000,RENT,6.0,HOMEIMPROVEMENT,B,4000,11.12,1,0.06,N,2,Medium,0.06349206349206349,18-25
23,69360,RENT,5.0,DEBTCONSOLIDATION,A,4000,7.74,0,0.06,N,3,Medium,0.05767012687427912,18-25
23,63996,RENT,2.0,HOMEIMPROVEMENT,D,4000,15.31,1,0.06,Y,2,Medium,0.06250390649415588,18-25
21,70000,RENT,5.0,EDUCATION,A,4000,7.9,0,0.06,N,2,Medium,0.05714285714285714,18-25
26,70000,RENT,4.0,DEBTCONSOLIDATION,A,4000,5.99,0,0.06,N,4,Medium,0.05714285714285714,26-35
24,70000,RENT,8.0,VENTURE,C,4000,13.49,0,0.06,Y,4,Medium,0.05714285714285714,18-25
23,40000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,6000,10.65,0,0.15,N,4,Medium,0.15,18-25
26,70000,RENT,4.0,VENTURE,C,4000,13.06,0,0.06,Y,4,Medium,0.05714285714285714,26-35
26,70000,RENT,5.0,PERSONAL,C,4000,13.85,0,0.06,N,4,Medium,0.05714285714285714,26-35
23,34000,MORTGAGE,3.0,VENTURE,C,12000,14.27,1,0.35,N,4,Low,0.35294117647058826,18-25
25,40000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,7100,13.48,0,0.18,N,2,Medium,0.1775,18-25
24,72000,RENT,4.0,DEBTCONSOLIDATION,A,4000,7.88,0,0.06,N,3,Medium,0.05555555555555555,18-25
25,75000,RENT,4.0,PERSONAL,B,4000,11.49,0,0.05,N,2,Medium,0.05333333333333334,18-25
22,40000,MORTGAGE,6.0,MEDICAL,A,5000,6.03,0,0.13,N,2,Medium,0.125,18-25
22,34000,MORTGAGE,6.0,MEDICAL,B,4500,11.71,1,0.13,N,2,Low,0.1323529411764706,18-25
25,40000,MORTGAGE,7.0,EDUCATION,A,2100,6.03,0,0.05,N,2,Medium,0.0525,18-25
23,40000,MORTGAGE,7.0,VENTURE,A,5000,6.62,0,0.13,N,4,Medium,0.125,18-25
24,40000,MORTGAGE,1.0,MEDICAL,B,7500,12.42,0,0.19,N,4,Medium,0.1875,18-25
23,40000,MORTGAGE,4.0,PERSONAL,B,6000,10.99,0,0.15,N,2,Medium,0.15,18-25
22,77250,RENT,3.0,PERSONAL,B,4000,11.71,0,0.05,N,3,Medium,0.05177993527508091,18-25
22,78972,RENT,5.0,MEDICAL,C,4000,13.48,0,0.05,Y,2,Medium,0.05065086359722433,18-25
24,40000,MORTGAGE,6.0,EDUCATION,B,5400,12.42,0,0.14,N,3,Medium,0.135,18-25
25,80000,RENT,2.0,DEBTCONSOLIDATION,B,4000,10.59,0,0.05,N,3,Medium,0.05,18-25
22,40000,MORTGAGE,2.0,EDUCATION,A,10000,6.03,0,0.25,N,3,Medium,0.25,18-25
23,80000,RENT,3.0,EDUCATION,D,4000,14.46,0,0.05,Y,4,Medium,0.05,18-25
22,80000,RENT,6.0,EDUCATION,B,4000,11.12,0,0.05,N,4,Medium,0.05,18-25
22,40000,MORTGAGE,3.0,MEDICAL,B,6700,10.65,0,0.17,N,4,Medium,0.1675,18-25
24,81996,RENT,1.0,DEBTCONSOLIDATION,C,4000,12.53,0,0.05,N,4,Medium,0.04878286745694912,18-25
26,82000,RENT,2.0,EDUCATION,C,4000,13.48,0,0.05,N,2,Medium,0.04878048780487805,26-35
26,34000,MORTGAGE,5.0,EDUCATION,B,5500,10.65,1,0.16,N,3,Low,0.16176470588235295,26-35
23,92000,RENT,2.0,EDUCATION,A,4000,5.42,0,0.04,N,2,High,0.043478260869565216,18-25
24,93000,RENT,8.0,MEDICAL,A,4000,5.42,0,0.04,N,2,High,0.043010752688172046,18-25
24,95000,RENT,0.0,EDUCATION,A,4000,7.9,0,0.04,N,4,High,0.042105263157894736,18-25
23,95000,RENT,7.0,EDUCATION,B,4000,11.49,0,0.04,N,3,High,0.042105263157894736,18-25
23,40000,OWN,1.0,VENTURE,B,15000,12.42,0,0.38,N,4,Medium,0.375,18-25
24,40000,MORTGAGE,3.0,EDUCATION,B,6400,9.91,0,0.16,N,4,Medium,0.16,18-25
26,98000,RENT,3.0,VENTURE,A,4000,9.32,0,0.04,N,2,High,0.04081632653061224,26-35
22,40000,MORTGAGE,6.0,MEDICAL,A,7500,7.51,0,0.19,N,3,Medium,0.1875,18-25
23,88000,RENT,4.0,HOMEIMPROVEMENT,A,4000,7.14,1,0.05,N,4,Medium,0.045454545454545456,18-25
24,40000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,4500,6.62,0,0.11,N,3,Medium,0.1125,18-25
22,40000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,2000,7.9,0,0.05,N,2,Medium,0.05,18-25
21,40000,OWN,0.0,EDUCATION,C,2500,14.27,0,0.06,N,2,Medium,0.0625,18-25
26,34000,MORTGAGE,3.0,MEDICAL,D,4000,17.58,1,0.12,N,3,Low,0.11764705882352941,26-35
26,130000,RENT,0.0,EDUCATION,B,4000,10.99,0,0.03,N,3,High,0.03076923076923077,26-35
24,118068,RENT,0.0,DEBTCONSOLIDATION,B,4000,10.51,1,0.03,N,3,High,0.03387878171900938,18-25
26,131000,RENT,10.0,HOMEIMPROVEMENT,C,4000,12.84,0,0.03,Y,3,High,0.030534351145038167,26-35
21,40000,MORTGAGE,5.0,PERSONAL,A,5000,6.62,0,0.13,N,2,Medium,0.125,18-25
26,158000,RENT,0.0,HOMEIMPROVEMENT,D,4000,14.84,1,0.03,N,3,High,0.02531645569620253,26-35
24,15000,RENT,8.0,DEBTCONSOLIDATION,C,4200,13.11,1,0.28,Y,2,Low,0.28,18-25
24,16000,RENT,2.0,DEBTCONSOLIDATION,D,4200,15.31,1,0.26,N,4,Low,0.2625,18-25
21,19000,RENT,2.0,HOMEIMPROVEMENT,C,4200,13.48,1,0.22,Y,2,Low,0.22105263157894736,18-25
23,21000,RENT,3.0,EDUCATION,A,4200,7.49,0,0.2,N,3,Low,0.2,18-25
24,40000,MORTGAGE,6.0,VENTURE,B,10000,9.91,0,0.25,N,3,Medium,0.25,18-25
23,21600,RENT,0.0,PERSONAL,C,4200,15.23,0,0.19,N,4,Low,0.19444444444444445,18-25
22,22560,RENT,3.0,PERSONAL,D,4200,15.2,1,0.19,Y,4,Low,0.18617021276595744,18-25
23,40000,MORTGAGE,7.0,MEDICAL,A,4000,7.51,0,0.1,N,2,Medium,0.1,18-25
23,23520,RENT,8.0,MEDICAL,A,4200,7.49,0,0.18,N,3,Low,0.17857142857142858,18-25
25,24996,RENT,1.0,PERSONAL,C,4200,14.26,0,0.17,Y,2,Low,0.16802688430148824,18-25
24,26000,RENT,0.0,PERSONAL,E,4200,16.0,1,0.16,N,2,Low,0.16153846153846155,18-25
22,28080,RENT,4.0,MEDICAL,B,4200,9.91,1,0.15,N,4,Low,0.14957264957264957,18-25
25,40000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,8000,10.99,0,0.2,N,4,Medium,0.2,18-25
26,29000,RENT,10.0,DEBTCONSOLIDATION,B,4200,10.99,0,0.14,N,3,Low,0.14482758620689656,26-35
26,30000,RENT,3.0,PERSONAL,B,4200,9.91,0,0.14,N,4,Low,0.14,26-35
26,30000,RENT,1.0,EDUCATION,D,4200,16.49,1,0.14,N,3,Low,0.14,26-35
25,30000,RENT,3.0,MEDICAL,D,4200,15.99,0,0.14,N,3,Low,0.14,18-25
25,12000,RENT,3.0,DEBTCONSOLIDATION,C,4350,12.98,1,0.36,Y,4,Low,0.3625,18-25
23,40000,OWN,4.0,VENTURE,A,2000,7.49,0,0.05,N,4,Medium,0.05,18-25
22,22000,RENT,6.0,MEDICAL,C,4350,11.54,0,0.2,N,3,Low,0.19772727272727272,18-25
23,40000,OWN,4.0,VENTURE,A,7500,5.42,0,0.19,N,2,Medium,0.1875,18-25
22,30000,RENT,4.0,EDUCATION,A,4350,6.03,0,0.14,N,4,Low,0.145,18-25
23,40000,OWN,7.0,MEDICAL,A,5000,8.49,0,0.13,N,4,Medium,0.125,18-25
23,40000,MORTGAGE,3.0,VENTURE,B,4000,9.99,0,0.1,N,4,Medium,0.1,18-25
26,40000,MORTGAGE,3.0,MEDICAL,A,2200,8.49,0,0.06,N,3,Medium,0.055,26-35
25,40000,MORTGAGE,0.0,MEDICAL,A,3600,7.49,0,0.09,N,3,Medium,0.09,18-25
24,14400,RENT,0.0,DEBTCONSOLIDATION,B,4375,10.99,1,0.3,N,2,Low,0.3038194444444444,18-25
23,40000,MORTGAGE,7.0,PERSONAL,B,4000,10.99,0,0.1,N,4,Medium,0.1,18-25
26,40000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,6000,11.99,0,0.15,N,2,Medium,0.15,26-35
26,15000,RENT,0.0,DEBTCONSOLIDATION,B,4375,12.69,1,0.29,N,4,Low,0.2916666666666667,26-35
24,16800,RENT,4.0,DEBTCONSOLIDATION,B,4375,9.99,1,0.26,N,2,Low,0.2604166666666667,18-25
24,22044,RENT,3.0,HOMEIMPROVEMENT,E,4375,16.4,1,0.2,Y,3,Low,0.19846670295772093,18-25
26,24480,RENT,0.0,MEDICAL,A,4375,5.79,0,0.18,N,4,Low,0.1787173202614379,26-35
23,50000,RENT,5.0,DEBTCONSOLIDATION,A,4375,8.49,0,0.09,N,2,Medium,0.0875,18-25
22,14400,RENT,0.0,HOMEIMPROVEMENT,E,4400,19.91,1,0.31,N,4,Low,0.3055555555555556,18-25
22,19200,RENT,6.0,PERSONAL,B,4400,11.49,1,0.23,N,2,Low,0.22916666666666666,18-25
21,20000,RENT,3.0,PERSONAL,A,4400,6.91,0,0.22,N,4,Low,0.22,18-25
24,25000,RENT,0.0,DEBTCONSOLIDATION,A,4400,6.76,0,0.18,N,3,Low,0.176,18-25
21,40000,MORTGAGE,5.0,EDUCATION,C,2000,12.99,0,0.05,Y,4,Medium,0.05,18-25
22,32496,RENT,5.0,PERSONAL,A,4400,8.49,0,0.14,N,4,Low,0.13540128015755784,18-25
23,40000,MORTGAGE,3.0,MEDICAL,A,5000,5.42,0,0.13,N,3,Medium,0.125,18-25
23,40000,MORTGAGE,7.0,EDUCATION,C,6000,14.79,0,0.15,N,2,Medium,0.15,18-25
26,40000,MORTGAGE,5.0,EDUCATION,A,7200,7.49,0,0.18,N,2,Medium,0.18,26-35
22,34000,MORTGAGE,6.0,VENTURE,D,15000,15.99,1,0.44,Y,2,Low,0.4411764705882353,18-25
23,38000,RENT,5.0,VENTURE,B,4400,11.71,0,0.12,N,2,Low,0.11578947368421053,18-25
23,43000,RENT,7.0,MEDICAL,B,4400,11.99,1,0.1,N,4,Medium,0.10232558139534884,18-25
